Tweet Id,Event,ON,NOT
1.11745E+18,"Tsunami Info Stmt: M5.6 050mi NW Amchitka, Alaska 0731AKDT Apr 14: Tsunami NOT expected

 #NTWC",0,1
1.11671E+18,"Tsunami Info Stmt: M5.4 155mi SW Eureka, California 0706PDT Apr 12: Tsunami NOT expected

 #NTWC",0,1
1.11568E+18,"Tsunami Info Stmt: M6.7 South Sandwich Islands Region    1354EDT Apr 9: Tsunami NOT expected; U.S. Atlantic or Gulf Coast

 #NTWC",0,1
1.11534E+18,"Tsunami Info Stmt: M4.6 155mi SE Kodiak City, Alaska 1158AKDT Apr 8: Tsunami NOT expected

 #NTWC",0,1
1.11473E+18,"Tsunami Info Stmt: M4.6 130mi SW Kodiak City, Alaska 1900AKDT Apr 6: Tsunami NOT expected

 #NTWC",0,1
1.1142E+18,"Tsunami Info Stmt: M6.6 South Sandwich Islands Region    1214EDT Apr 5: Tsunami NOT expected; U.S. Atlantic or Gulf Coast

 #NTWC",0,1
1.1132E+18,"Tsunami Info Stmt: M6.5 055mi NW Amchitka, Alaska 1336AKDT Apr 2: Tsunami NOT expected; CA,OR,WA,BC,and AK

 #NTWC",0,1
1.11149E+18,"Tsunami Info Stmt: M4.0 030mi SW Eureka, California 2155PDT Mar 28: Tsunami NOT expected

 #NTWC",0,1
1.10947E+18,"Tsunami Info Stmt: M4.1 015mi N  Anchorage, Alaska 0715AKDT Mar 23: Tsunami NOT expected

 #NTWC",0,1
1.10566E+18,"Tsunami Info Stmt: M4.4 040mi SW Barter I., Alaska 1842AKDT Mar 12: Tsunami NOT expected

 #NTWC",0,1
1.1049E+18,"Tsunami Info Stmt: M5.0 035mi SE Cape Yakataga, Alaska 1607AKDT Mar 10: Tsunami NOT expected

 #NTWC",0,1
1.10488E+18,"Tsunami Info Stmt: M4.4 040mi SE Cape Yakataga, Alaska 1440AKDT Mar 10: Tsunami NOT expected

 #NTWC",0,1
1.10486E+18,"Tsunami Info Stmt: M4.3 055mi SE Iliamna, Alaska 1345AKDT Mar 10: Tsunami NOT expected

 #NTWC",0,1
1.1046E+18,"Tsunami Info Stmt: M4.2 045mi SW Barter I., Alaska 1908AKST Mar 9: Tsunami NOT expected

 #NTWC",0,1
1.10434E+18,"Tsunami Info Stmt: M4.7 085mi NW Dixon Entrance, Alaska 0211AKST Mar 9: Tsunami NOT expected

 #NTWC",0,1
1.10333E+18,"Tsunami Info Stmt: M6.6 south of the Kermadec Islands
   0746PST Mar 6: Tsunami NOT expected; CA,OR,WA,BC,and AK

 #NTWC",0,1
1.1029E+18,"Tsunami Info Stmt: M5.3 040mi SW Buldir I., Alaska 0301AKST Mar 5: Tsunami NOT expected

 #NTWC",0,1
1.10141E+18,"Tsunami Info Stmt: M7.1 in central Peru
                 0051PST Mar 1: Tsunami NOT expected; CA,OR,WA,BC,and AK

 #NTWC",0,1
1.09889E+18,"Tsunami Info Stmt: M7.7 near the Peru-Ecuador border reg 0217PST Feb 22: Tsunami NOT expected; CA,OR,WA,BC,and AK

 #NTWC",0,1
1.09889E+18,"Tsunami Info Stmt: M4.2 090mi NW Nome, Alaska 0053AKST Feb 22: Tsunami NOT expected

 #NTWC",0,1
1.09754E+18,"Tsunami Info Stmt: M4.4 015mi N  Anchorage, Alaska 0803AKST Feb 18: Tsunami NOT expected

 #NTWC",0,1
1.0969E+18,"Tsunami Info Stmt: M4.1 030mi SW Barter I., Alaska 1335AKST Feb 16: Tsunami NOT expected

 #NTWC",0,1
1.09585E+18,"Tsunami Info Stmt: M4.7 125mi NW Port Alice, British Columbia 1635PST Feb 13: Tsunami NOT expected

 #NTWC",0,1
1.09324E+18,"Tsunami Info Stmt: M4.1 015mi NW Anchorage, Alaska 1105AKST Feb 6: Tsunami NOT expected

 #NTWC",0,1
1.09321E+18,"Tsunami Info Stmt: M4.1 020mi E  Eureka, California 1023PST Feb 6: Tsunami NOT expected

 #NTWC",0,1
1.09221E+18,"Tsunami Info Stmt: M4.1 050mi SW Eureka, California 1543PST Feb 3: Tsunami NOT expected

 #NTWC",0,1
1.09219E+18,"Tsunami Info Stmt: M4.2 035mi SW Eureka, California 1418PST Feb 3: Tsunami NOT expected

 #NTWC",0,1
1.09165E+18,"Tsunami Info Stmt: M4.0 045mi SW Eureka, California 0252PST Feb 2: Tsunami NOT expected

 #NTWC",0,1
1.09137E+18,"Tsunami Info Stmt: M6.5 near the coast of Chiapas, Mexic 0814PST Feb 1: Tsunami NOT expected; CA,OR,WA,BC,and AK

 #NTWC",0,1
1.08795E+18,"Tsunami Info Stmt: M4.5 025mi NW Anchorage, Alaska 2042AKST Jan 22: Tsunami NOT expected

 #NTWC",0,1
1.08757E+18,"Tsunami Info Stmt: M5.0 055mi SE King Salmon, Alaska 1943AKST Jan 21: Tsunami NOT expected

 #NTWC",0,1
1.0868E+18,"Tsunami Info Stmt: M6.8 near the coast of central Chile
 1733PST Jan 19: Tsunami NOT expected; CA,OR,WA,BC,and AK

 #NTWC",0,1
1.08524E+18,"Tsunami Info Stmt: M6.8 near the Vanuatu Islands
        1007PST Jan 15: Tsunami NOT expected; CA,OR,WA,BC,and AK

 #NTWC",0,1
1.08522E+18,"Tsunami Info Stmt: M4.1 035mi SW Barter I., Alaska 0745AKST Jan 15: Tsunami NOT expected

 #NTWC",0,1
1.08489E+18,"Tsunami Info Stmt: M4.0 035mi SW Barter I., Alaska 0949AKST Jan 14: Tsunami NOT expected

 #NTWC",0,1
1.08482E+18,"Tsunami Info Stmt: M4.0 040mi SW Barter I., Alaska 0523AKST Jan 14: Tsunami NOT expected

 #NTWC",0,1
1.08461E+18,"Tsunami Info Stmt: M5.1 035mi SW Barter I., Alaska 1541AKST Jan 13: Tsunami NOT expected

 #NTWC",0,1
1.08449E+18,"Tsunami Info Stmt: M5.0 010mi NW Anchorage, Alaska 0746AKST Jan 13: Tsunami NOT expected

 #NTWC",0,1
1.08355E+18,"Tsunami Info Stmt: M4.6 020mi N  Anchorage, Alaska 1734AKST Jan 10: Tsunami NOT expected

 #NTWC",0,1
1.08315E+18,"Tsunami Info Stmt: M4.0 020mi N  Anchorage, Alaska 1505AKST Jan 9: Tsunami NOT expected

 #NTWC",0,1
1.08303E+18,"Tsunami Info Stmt: M4.5 045mi NE Homer, Alaska 0711AKST Jan 9: Tsunami NOT expected

 #NTWC",0,1
1.08197E+18,"Tsunami Info Stmt: M7.0 in the Northern Molucca Sea, Ind 0927PST Jan 6: Tsunami NOT expected; CA,OR,WA,BC,and AK

 #NTWC",0,1
1.08162E+18,"Tsunami Info Stmt: M6.0 090mi SW Adak, Alaska 0947AKST Jan 5: Tsunami NOT expected

 #NTWC",0,1
1.0809E+18,"Tsunami Info Stmt: M4.1 080mi NW Kodiak City, Alaska 0952AKST Jan 3: Tsunami NOT expected

 #NTWC",0,1
1.08036E+18,"Tsunami Info Stmt: M4.8 045mi NW Kodiak City, Alaska 2149AKST Jan 1: Tsunami NOT expected

 #NTWC",0,1
1.07994E+18,"Tsunami Info Stmt: M5.0 010mi NW Anchorage, Alaska 1803AKST Dec 31: Tsunami NOT expected

 #NTWC",0,1
1.07957E+18,"Tsunami Info Stmt: M5.8 080mi SW Sand Point, Alaska 1736AKST Dec 30: Tsunami NOT expected

 #NTWC",0,1
1.07928E+18,"Tsunami Info Stmt: M4.6 040mi SW Barter I., Alaska 2214AKST Dec 29: Tsunami NOT expected

 #NTWC",0,1
1.07918E+18,"Tsunami Info Stmt: M4.6 175mi SE Kodiak City, Alaska 1536AKST Dec 29: Tsunami NOT expected

 #NTWC",0,1
1.07886E+18,"Tsunami Info Stmt: M7.2 in Mindanao, Philippine Islands
 1939PST Dec 28: Tsunami NOT expected; CA,OR,WA,BC,and AK

 #NTWC",0,1
1.0783E+18,"Tsunami Info Stmt: M4.8 010mi NW Anchorage, Alaska 0521AKST Dec 27: Tsunami NOT expected

 #NTWC",0,1
1.07828E+18,"Tsunami Info Stmt: M4.6 135mi SW Kodiak City, Alaska 0437AKST Dec 27: Tsunami NOT expected

 #NTWC",0,1
1.07698E+18,"Tsunami Info Stmt: M6.5 near the Tonga Islands
          1508PST Dec 23: Tsunami NOT expected; CA,OR,WA,BC,and AK

 #NTWC",0,1
1.0758E+18,"Tsunami Info Stmt: M7.3 050mi SW Bering I., Komandorski 0902PST Dec 20: Tsunami NOT expected; CA,OR,WA,BC,and AK

 #NTWC",0,1
1.07486E+18,"Tsunami Info Stmt: M4.6 040mi SW Barter I., Alaska 1732AKST Dec 17: Tsunami NOT expected

 #NTWC",0,1
1.07449E+18,"Tsunami Info Stmt: M4.2 025mi NW Anchorage, Alaska 1705AKST Dec 16: Tsunami NOT expected

 #NTWC",0,1
1.0736E+18,"Tsunami Info Stmt: M4.0 055mi NW Anchorage, Alaska 0637AKST Dec 14: Tsunami NOT expected

 #NTWC",0,1
1.07232E+18,"Tsunami Info Stmt: M7.3 in the South Sandwich Islands re 2126EST Dec 10: Tsunami NOT expected; U.S. Atlantic or Gulf Coast

 #NTWC",0,1
1.07184E+18,"Tsunami Info Stmt: M4.9 015mi N  Anchorage, Alaska 1001AKST Dec 9: Tsunami NOT expected

 #NTWC",0,1
1.07183E+18,"Tsunami Info Stmt: M4.8 140mi SW Port Alice, British Columbia 0949PST Dec 9: Tsunami NOT expected

 #NTWC",0,1
1.0718E+18,"Tsunami Info Stmt: M5.2 135mi SW Port Alice, British Columbia 0820PST Dec 9: Tsunami NOT expected

 #NTWC",0,1
1.07106E+18,"Tsunami Info Stmt: M4.5 040mi SW Barter I., Alaska 0623AKST Dec 7: Tsunami NOT expected

 #NTWC",0,1
1.0708E+18,"Tsunami Info Stmt: M4.6 005mi NE Anchorage, Alaska 1245AKST Dec 6: Tsunami NOT expected

 #NTWC",0,1
1.0703E+18,"Tsunami Info Stmt: M4.4 010mi NW Anchorage, Alaska 0349AKST Dec 5: Tsunami NOT expected

 #NTWC",0,1
1.07021E+18,"Tsunami Info Stmt: M7.0 in the Loyalty Islands region
   2243PST Dec 4: Tsunami NOT expected; CA,OR,WA,BC,and AK

 #NTWC",0,1
1.07017E+18,"Tsunami Info Stmt: M7.6 in the Loyalty Islands region
   2018PST Dec 4: Tsunami NOT expected; CA,OR,WA,BC,and AK

 #NTWC",0,1
1.06999E+18,"Tsunami Info Stmt: M4.5 015mi NW Anchorage, Alaska 0702AKST Dec 4: Tsunami NOT expected

 #NTWC",0,1
1.06909E+18,"Tsunami Info Stmt: M4.6 010mi N  Anchorage, Alaska 1952AKST Dec 1: Tsunami NOT expected

 #NTWC",0,1
1.06885E+18,"Tsunami Info Stmt: M4.6 020mi N  Anchorage, Alaska 0345AKST Dec 1: Tsunami NOT expected

 #NTWC",0,1
1.06878E+18,"Tsunami Info Stmt: M5.2 010mi N  Anchorage, Alaska 2257AKST Nov 30: Tsunami NOT expected

 #NTWC",0,1
1.06876E+18,"Tsunami Info Stmt: M5.1 020mi N  Anchorage, Alaska 2208AKST Nov 30: Tsunami NOT expected

 #NTWC",0,1
1.06874E+18,"Tsunami Info Stmt: M4.7 010mi N  Anchorage, Alaska 2032AKST Nov 30: Tsunami NOT expected

 #NTWC",0,1
1.0686E+18,"Tsunami Info Stmt: M5.2 015mi NW Anchorage, Alaska 1127AKST Nov 30: Tsunami NOT expected

 #NTWC",0,1
1.06859E+18,"Tsunami Info Stmt: M4.9 010mi N  Anchorage, Alaska 1026AKST Nov 30: Tsunami NOT expected

 #NTWC",0,1
1.06858E+18,Fri Nov 30 19:00:38 UTC 2018  event picture,0,1
1.06858E+18,"CANCELLATION:  M7.0 005mi N  Anchorage, Alaska 0829AKST Nov 30: No tsunami observed

 #NTWC",0,1
1.06857E+18,Fri Nov 30 18:31:17 UTC 2018  event picture,0,1
1.06857E+18,Fri Nov 30 18:07:45 UTC 2018  event picture,0,1
1.06856E+18,Fri Nov 30 17:37:07 UTC 2018  event picture,0,1
1.06856E+18,"Tsunami Info Stmt: M7.0 010mi NE Anchorage, Alaska 0829AKST Nov 30: Tsunami NOT expected; CA,OR,WA,BC,and AK

 #NTWC",0,1
1.06654E+18,"Tsunami Info Stmt: M6.1 in the Caribbean Sea
            2241EST Nov 24: Tsunami NOT expected; U.S. Atlantic or Gulf Coast

 #NTWC",0,1
1.06531E+18,"Tsunami Info Stmt: M5.4 055mi E  Iliamna, Alaska 0922AKST Nov 21: Tsunami NOT expected

 #NTWC",0,1
1.06462E+18,"Tsunami Info Stmt: M5.1 045mi SE El Centro, California 1219PST Nov 19: Tsunami NOT expected

 #NTWC",0,1
1.06426E+18,"Tsunami Info Stmt: M6.9 in the Fiji Islands region
      1226PST Nov 18: Tsunami NOT expected; CA,OR,WA,BC,and AK

 #NTWC",0,1
1.06328E+18,"Tsunami Info Stmt: M6.5 near the Solomon Islands
        1927PST Nov 15: Tsunami NOT expected; CA,OR,WA,BC,and AK

 #NTWC",0,1
1.06327E+18,"Tsunami Info Stmt: M4.2 035mi SW Barter I., Alaska 1831AKST Nov 15: Tsunami NOT expected

 #NTWC",0,1
1.06324E+18,"Tsunami Info Stmt: M4.4 090mi NW Nome, Alaska 1606AKST Nov 15: Tsunami NOT expected

 #NTWC",0,1
1.06316E+18,"Tsunami Info Stmt: M6.9 in the South Sandwich Islands re 1502EST Nov 15: Tsunami NOT expected; U.S. Atlantic or Gulf Coast

 #NTWC",0,1
1.06071E+18,"Tsunami Info Stmt: M6.8 in the Jan Mayen Island region,  2050EST Nov 8: Tsunami NOT expected; U.S. Atlantic or Gulf Coast

 #NTWC",0,1
1.05954E+18,"Tsunami Info Stmt: M4.5 115mi SW Port Alice, British Columbia 1226PST Nov 5: Tsunami NOT expected

 #NTWC",0,1
1.05834E+18,"Tsunami Info Stmt: M4.1 025mi E  Monterey, California 0559PDT Nov 2: Tsunami NOT expected

 #NTWC",0,1
1.05785E+18,"Tsunami Info Stmt: M4.7 130mi SW Port Alice, British Columbia 2122PDT Oct 31: Tsunami NOT expected

 #NTWC",0,1
1.05726E+18,"Tsunami Info Stmt: M5.2 080mi NE Amchitka, Alaska 0518AKDT Oct 30: Tsunami NOT expected

 #NTWC",0,1
1.05639E+18,"Tsunami Info Stmt: M4.0 020mi W  Homer, Alaska 1947AKDT Oct 27: Tsunami NOT expected

 #NTWC",0,1
1.05599E+18,"Tsunami Info Stmt: M4.8 150mi SE Kodiak City, Alaska 1700AKDT Oct 26: Tsunami NOT expected

 #NTWC",0,1
1.05499E+18,"Tsunami Info Stmt: M4.9 080mi NW Nunivak Is., Alaska 2242AKDT Oct 23: Tsunami NOT expected

 #NTWC",0,1
1.05441E+18,"Tsunami Info Stmt: M4.6 130mi SW Port Alice, British Columbia 0927PDT Oct 22: Tsunami NOT expected

 #NTWC",0,1
1.05429E+18,"Tsunami Info Stmt: M4.5 095mi SW Port Alice, British Columbia 0143PDT Oct 22: Tsunami NOT expected

 #NTWC",0,1
1.05426E+18,"Tsunami Info Stmt: M6.8 130mi SW Port Alice, British Columbia 2317PDT Oct 21: Tsunami NOT expected; CA,OR,WA,BC,and AK

 #NTWC",0,1
1.05425E+18,"Tsunami Info Stmt: M6.6 135mi SW Port Alice, British Columbia 2240PDT Oct 21: Tsunami NOT expected; CA,OR,WA,BC,and AK

 #NTWC",0,1
1.05224E+18,"Tsunami Info Stmt: M4.2 040mi SW Barter I., Alaska 0845AKDT Oct 16: Tsunami NOT expected

 #NTWC",0,1
1.05216E+18,"Tsunami Info Stmt: M4.3 035mi N  Valdez, Alaska 0322AKDT Oct 16: Tsunami NOT expected

 #NTWC",0,1
1.052E+18,"Tsunami Info Stmt: M6.8 in the Loyalty Islands region
   1804PDT Oct 15: Tsunami NOT expected; CA,OR,WA,BC,and AK

 #NTWC",0,1
1.052E+18,"Tsunami Info Stmt: M6.5 in the Loyalty Islands region
   1728PDT Oct 15: Tsunami NOT expected; CA,OR,WA,BC,and AK

 #NTWC",0,1
1.0517E+18,"Tsunami Info Stmt: M4.5 020mi NW Anchorage, Alaska 2119AKDT Oct 14: Tsunami NOT expected

 #NTWC",0,1
1.05162E+18,"Tsunami Info Stmt: M5.2 070mi N  Kobuk, Alaska 1553AKDT Oct 14: Tsunami NOT expected

 #NTWC",0,1
1.05107E+18,"Tsunami Info Stmt: M6.7 northwest of the Kuril Islands,  0410PDT Oct 13: Tsunami NOT expected; CA,OR,WA,BC,and AK

 #NTWC",0,1
1.05017E+18,"Tsunami Info Stmt: M6.8 near the Kuril Islands, Russia
  1616PDT Oct 10: Tsunami NOT expected; CA,OR,WA,BC,and AK

 #NTWC",0,1
1.05013E+18,"Tsunami Info Stmt: M7.3 in the New Britain region, PNG
  1348PDT Oct 10: Tsunami NOT expected; CA,OR,WA,BC,and AK

 #NTWC",0,1
1.04991E+18,"Tsunami Info Stmt: M5.1 050mi SW Chignik, Alaska 2228AKDT Oct 9: Tsunami NOT expected

 #NTWC",0,1
1.04956E+18,"Tsunami Info Stmt: M4.0 040mi SW Barter I., Alaska 2311AKDT Oct 8: Tsunami NOT expected

 #NTWC",0,1
1.04887E+18,"Tsunami Info Stmt: M4.2 040mi NW Valdez, Alaska 0126AKDT Oct 7: Tsunami NOT expected

 #NTWC",0,1
1.0482E+18,"Tsunami Info Stmt: M4.0 020mi NE Monterey, California 0630PDT Oct 5: Tsunami NOT expected

 #NTWC",0,1
1.04784E+18,"Tsunami Info Stmt: M4.1 040mi SW Barter I., Alaska 0513AKDT Oct 4: Tsunami NOT expected

 #NTWC",0,1
1.04635E+18,"Tsunami Info Stmt: M6.8 in the Fiji Islands region
      0352PDT Sep 30: Tsunami NOT expected; CA,OR,WA,BC,and AK

 #NTWC",0,1
1.04586E+18,"Tsunami Info Stmt: M4.8 035mi SE El Centro, California 1918PDT Sep 28: Tsunami NOT expected

 #NTWC",0,1
1.04203E+18,"Tsunami Info Stmt: M5.3 030mi SW Barter I., Alaska 0441AKDT Sep 18: Tsunami NOT expected

 #NTWC",0,1
1.0393E+18,"Tsunami Info Stmt: M4.0 040mi SW Barter I., Alaska 1537AKDT Sep 10: Tsunami NOT expected

 #NTWC",0,1
1.03924E+18,"Tsunami Info Stmt: M6.6 in the Loyalty Islands region
   1232PDT Sep 10: Tsunami NOT expected; CA,OR,WA,BC,and AK

 #NTWC",0,1
1.03901E+18,"Tsunami Info Stmt: M7.0 south of the Kermadec Islands
   2119PDT Sep 9: Tsunami NOT expected; CA,OR,WA,BC,and AK

 #NTWC",0,1
1.03888E+18,"Tsunami Info Stmt: M6.7 near the Solomon Islands
        1232PDT Sep 9: Tsunami NOT expected; CA,OR,WA,BC,and AK

 #NTWC",0,1
1.03773E+18,"Tsunami Info Stmt: M8.1 near the Fiji Islands
           0849PDT Sep 6: Tsunami NOT expected; CA,OR,WA,BC,and AK

 #NTWC",0,1
1.03755E+18,"Tsunami Info Stmt: M4.1 045mi SW Barter I., Alaska 2005AKDT Sep 5: Tsunami NOT expected

 #NTWC",0,1
1.03741E+18,"Tsunami Info Stmt: M6.7 in the Hokkaido, Japan region
   1107PDT Sep 5: Tsunami NOT expected; CA,OR,WA,BC,and AK

 #NTWC",0,1
1.03719E+18,"Tsunami Info Stmt: M4.2 035mi SW Barter I., Alaska 2004AKDT Sep 4: Tsunami NOT expected

 #NTWC",0,1
1.03578E+18,"Tsunami Info Stmt: M4.8 040mi SW Barter I., Alaska 2241AKDT Aug 31: Tsunami NOT expected

 #NTWC",0,1
1.03465E+18,"Tsunami Info Stmt: M7.0 in the Loyalty Islands region
   2052PDT Aug 28: Tsunami NOT expected; CA,OR,WA,BC,and AK

 #NTWC",0,1
1.03463E+18,"Tsunami Info Stmt: M4.9 025mi E  Los Angeles, California 1933PDT Aug 28: Tsunami NOT expected

 #NTWC",0,1
1.03457E+18,"Tsunami Info Stmt: M6.6 in the Mariana Islands region
   1535PDT Aug 28: Tsunami NOT expected; CA,OR,WA,BC,and AK

 #NTWC",0,1
1.0344E+18,"Tsunami Info Stmt: M4.2 040mi SW Barter I., Alaska 0313AKDT Aug 28: Tsunami NOT expected

 #NTWC",0,1
1.03348E+18,"Tsunami Info Stmt: M4.8 195mi SE Kodiak City, Alaska 1434AKDT Aug 25: Tsunami NOT expected

 #NTWC",0,1
1.0334E+18,"Tsunami Info Stmt: M5.6 050mi SE Amukta Pass, Alaska 0850AKDT Aug 25: Tsunami NOT expected

 #NTWC",0,1
1.03249E+18,"Tsunami Info Stmt: M4.5 035mi SW Barter I., Alaska 2031AKDT Aug 22: Tsunami NOT expected

 #NTWC",0,1
1.03247E+18,"Tsunami Info Stmt: M6.1 070mi SW Adak, Alaska 1935AKDT Aug 22: Tsunami NOT expected

 #NTWC",0,1
1.0322E+18,"Tsunami Info Stmt: M6.3 250mi W Eugene, OR 0232PDT Aug 22: Tsunami NOT expected

#NTWC",0,1
1.03148E+18,"Tsunami Info Stmt: M4.4 045mi SW Barter I., Alaska 0134AKDT Aug 20: Tsunami NOT expected

 #NTWC",0,1
1.03117E+18,"Tsunami Info Stmt: M4.5 045mi SW Barter I., Alaska 0532AKDT Aug 19: Tsunami NOT expected

 #NTWC",0,1
1.03104E+18,"Tsunami Info Stmt: M6.7 in the Fiji Islands region
      2129PDT Aug 18: Tsunami NOT expected; CA,OR,WA,BC,and AK

 #NTWC",0,1
1.03098E+18,"Tsunami Info Stmt 2: M8.2 in the Fiji Islands region
      1720PDT Aug 18: Tsunami NOT expected; CA,OR,WA,BC,and AK

 #NTWC",0,1
1.03098E+18,"Tsunami Info Stmt: M7.9 in the Fiji Islands region
      1720PDT Aug 18: Tsunami NOT expected; CA,OR,WA,BC,and AK

 #NTWC",0,1
1.03071E+18,"Tsunami Info Stmt: M4.3 035mi SW Barter I., Alaska 2306AKDT Aug 17: Tsunami NOT expected

 #NTWC",0,1
1.03068E+18,"Tsunami Info Stmt: M4.2 050mi SW Barter I., Alaska 2053AKDT Aug 17: Tsunami NOT expected

 #NTWC",0,1
1.03068E+18,"Tsunami Info Stmt: M4.6 035mi SW Barter I., Alaska 2040AKDT Aug 17: Tsunami NOT expected

 #NTWC",0,1
1.03031E+18,"Tsunami Info Stmt: M5.5 100mi SW Adak, Alaska 2035AKDT Aug 16: Tsunami NOT expected

 #NTWC",0,1
1.02999E+18,"Tsunami Info Stmt: M4.5 035mi SW Barter I., Alaska 2323AKDT Aug 15: Tsunami NOT expected

 #NTWC",0,1
1.02998E+18,"Tsunami Info Stmt: M4.3 035mi SW Barter I., Alaska 2233AKDT Aug 15: Tsunami NOT expected

 #NTWC",0,1
1.02985E+18,"Tsunami Info Stmt: M6.5 075mi SW Adak, Alaska 1357AKDT Aug 15: Tsunami NOT expected; CA,OR,WA,BC,and AK

 #NTWC",0,1
1.02954E+18,"Tsunami Info Stmt: M4.7 055mi NE San Diego, California 1824PDT Aug 14: Tsunami NOT expected

 #NTWC",0,1
1.02941E+18,"Tsunami Info Stmt: M4.6 040mi SW Barter I., Alaska 0853AKDT Aug 14: Tsunami NOT expected

 #NTWC",0,1
1.02938E+18,"Tsunami Info Stmt: M4.3 035mi SW Barter I., Alaska 0650AKDT Aug 14: Tsunami NOT expected

 #NTWC",0,1
1.02909E+18,"Tsunami Info Stmt: M4.8 035mi SW Barter I., Alaska 1136AKDT Aug 13: Tsunami NOT expected

 #NTWC",0,1
1.029E+18,"Tsunami Info Stmt: M4.3 045mi SW Barter I., Alaska 0536AKDT Aug 13: Tsunami NOT expected

 #NTWC",0,1
1.02896E+18,"Tsunami Info Stmt: M4.4 045mi SW Barter I., Alaska 0305AKDT Aug 13: Tsunami NOT expected

 #NTWC",0,1
1.02893E+18,"Tsunami Info Stmt: M4.0 035mi SW Barter I., Alaska 0053AKDT Aug 13: Tsunami NOT expected

 #NTWC",0,1
1.02879E+18,"Tsunami Info Stmt: M4.5 035mi SW Barter I., Alaska 1530AKDT Aug 12: Tsunami NOT expected

 #NTWC",0,1
1.02876E+18,"Tsunami Info Stmt: M4.7 040mi SW Barter I., Alaska 1400AKDT Aug 12: Tsunami NOT expected

 #NTWC",0,1
1.02876E+18,"Tsunami Info Stmt: M4.6 040mi SW Barter I., Alaska 1338AKDT Aug 12: Tsunami NOT expected

 #NTWC",0,1
1.02876E+18,"Tsunami Info Stmt: M5.4 025mi SW Barter I., Alaska 1331AKDT Aug 12: Tsunami NOT expected

 #NTWC",0,1
1.02875E+18,"Tsunami Info Stmt: M6.1 030mi SW Barter I., Alaska 1315AKDT Aug 12: Tsunami NOT expected

 #NTWC",0,1
1.02875E+18,"Tsunami Info Stmt: M4.3 030mi SW Barter I., Alaska 1257AKDT Aug 12: Tsunami NOT expected

 #NTWC",0,1
1.02871E+18,"Tsunami Info Stmt: M5.0 040mi SW Barter I., Alaska 1037AKDT Aug 12: Tsunami NOT expected

 #NTWC",0,1
1.02869E+18,"Tsunami Info Stmt: M4.2 045mi SW Barter I., Alaska 0853AKDT Aug 12: Tsunami NOT expected

 #NTWC",0,1
1.02868E+18,"Tsunami Info Stmt: M4.3 035mi SW Barter I., Alaska 0845AKDT Aug 12: Tsunami NOT expected

 #NTWC",0,1
1.02868E+18,"Tsunami Info Stmt: M4.1 035mi SW Barter I., Alaska 0812AKDT Aug 12: Tsunami NOT expected

 #NTWC",0,1
1.02867E+18,"Tsunami Info Stmt: M5.6 040mi SW Barter I., Alaska 0802AKDT Aug 12: Tsunami NOT expected

 #NTWC",0,1
1.02867E+18,"Tsunami Info Stmt: M4.7 040mi SW Barter I., Alaska 0742AKDT Aug 12: Tsunami NOT expected

 #NTWC",0,1
1.02867E+18,"Tsunami Info Stmt: M4.5 040mi SW Barter I., Alaska 0735AKDT Aug 12: Tsunami NOT expected

 #NTWC",0,1
1.02866E+18,"Tsunami Info Stmt: M4.8 040mi SW Barter I., Alaska 0719AKDT Aug 12: Tsunami NOT expected

 #NTWC",0,1
1.02866E+18,"Tsunami Info Stmt: M5.0 045mi SW Barter I., Alaska 0714AKDT Aug 12: Tsunami NOT expected

 #NTWC",0,1
1.02866E+18,"Tsunami Info Stmt: M6.4 045mi SW Barter I., Alaska 0659AKDT Aug 12: Tsunami NOT expected

 #NTWC",0,1
1.02357E+18,"Tsunami Info Stmt: M5.4 off the coast of Oregon
         0710PDT Jul 29: Tsunami NOT expected

 #NTWC",0,1
1.02222E+18,"Tsunami Info Stmt: M4.5 075mi SW El Centro, California 1318PDT Jul 25: Tsunami NOT expected

 #NTWC",0,1
1.02177E+18,"Tsunami Info Stmt: M5.6 155mi NW Eureka, California 0745PDT Jul 24: Tsunami NOT expected

 #NTWC",0,1
1.02173E+18,"Tsunami Info Stmt: M5.0 155mi NW Eureka, California 0517PDT Jul 24: Tsunami NOT expected

 #NTWC",0,1
1.02058E+18,"Tsunami Info Stmt: M5.2 060mi SW Sand Point, Alaska 2359AKDT Jul 20: Tsunami NOT expected

 #NTWC",0,1
1.01995E+18,"Tsunami Info Stmt: M5.7 065mi S  Sand Point, Alaska 0616AKDT Jul 19: Tsunami NOT expected

 #NTWC",0,1
1.01966E+18,"Tsunami Info Stmt: M5.5 070mi S  Sand Point, Alaska 1106AKDT Jul 18: Tsunami NOT expected

 #NTWC",0,1
1.01785E+18,"Tsunami Info Stmt: M4.3 025mi SE Homer, Alaska 1055AKDT Jul 13: Tsunami NOT expected

 #NTWC",0,1
1.01571E+18,"Tsunami Info Stmt: M6.5 near the Kermadec Islands, New Z 1434PDT Jul 7: Tsunami NOT expected; CA,OR,WA,BC,and AK

 #NTWC",0,1
1.01506E+18,"Tsunami Info Stmt: M4.2 035mi NW Anchorage, Alaska 1807AKDT Jul 5: Tsunami NOT expected

 #NTWC",0,1
1.00304E+18,"Tsunami Info Stmt: M4.5 045mi SW Dixon Entrance, Alaska 1533PDT Jun 2: Tsunami NOT expected

 #NTWC",0,1
